10000, 1, 0.0001, 0.3, 0, 0, 10, 0, 5000, 2813.66, 1, 0.562731, 0.25451, 0.142446, 0.37809, 0.213551, 0, 0, 0, 0, 0.25451, 0.142446, 
10000, 1.1, 0.0001, 0.3, 0, 0, 10, 0, 5500, 3095.02, 1.1, 0.619005, 0.33606, 0.1899, 0.33214, 0.186118, 0, 0, 0, 0, 0.33606, 0.1899, 
10000, 1, 0.0001, 0.3, 0, 0, 10, 0, 5000, 2813.66, 1, 0.562731, 0.25625, 0.144381, 0.37645, 0.211663, 0, 0, 0, 0, 0.25625, 0.144381, 
10000, 1.1, 0.0001, 0.3, 0, 0, 10, 0, 5500, 3095.02, 1.1, 0.619005, 0.33283, 0.188484, 0.33547, 0.187594, 0, 0, 0, 0, 0.33283, 0.188484, 
10000, 1.2, 0.0001, 0.3, 0, 0, 10, 0, 6000, 3376.39, 1.2, 0.675278, 0.41544, 0.234395, 0.28406, 0.159239, 0, 0, 0, 0, 0.41544, 0.234395, 
10000, 1.3, 0.0001, 0.3, 0, 0, 10, 0, 6500, 3657.75, 1.3, 0.731551, 0.4932, 0.278022, 0.2369, 0.132829, 0, 0, 0, 0, 0.4932, 0.278022, 
10000, 1.4, 0.0001, 0.3, 0, 0, 10, 0, 7000, 3939.12, 1.4, 0.787824, 0.56388, 0.317135, 0.19112, 0.107728, 0, 0, 0, 0, 0.56388, 0.317135, 
10000, 1.5, 0.0001, 0.3, 0, 0, 10, 0, 7500, 4220.49, 1.5, 0.844097, 0.62302, 0.350777, 0.15488, 0.0869722, 0, 0, 0, 0, 0.62302, 0.350777, 
10000, 1.6, 0.0001, 0.3, 0, 0, 10, 0, 8000, 4501.85, 1.6, 0.90037, 0.67056, 0.377706, 0.12664, 0.0709038, 0, 0, 0, 0, 0.67056, 0.377706, 
10000, 1.7, 0.0001, 0.3, 0, 0, 10, 0, 8500, 4783.22, 1.7, 0.956643, 0.71132, 0.400233, 0.10468, 0.0589559, 0, 0, 0, 0, 0.71132, 0.400233, 
10000, 1.8, 0.0001, 0.3, 0, 0, 10, 0, 9000, 5064.58, 1.8, 1.01292, 0.74904, 0.421496, 0.08406, 0.0473164, 0, 0, 0, 0, 0.74904, 0.421496, 
10000, 1.9, 0.0001, 0.3, 0, 0, 10, 0, 9500, 5345.95, 1.9, 1.06919, 0.77841, 0.437758, 0.07029, 0.0398336, 0, 0, 0, 0, 0.77841, 0.437758, 
10000, 2, 0.0001, 0.3, 0, 0, 10, 0, 10000, 5627.31, 2, 1.12546, 0.81077, 0.456258, 0.05173, 0.0290979, 0, 0, 0, 0, 0.81077, 0.456258, 
10000, 2.1, 0.0001, 0.3, 0, 0, 10, 0, 10500, 5908.68, 2.1, 1.18174, 0.83333, 0.469064, 0.04127, 0.0231014, 0, 0, 0, 0, 0.83333, 0.469064, 
10000, 2.2, 0.0001, 0.3, 0, 0, 10, 0, 11000, 6190.05, 2.2, 1.23801, 0.85161, 0.479298, 0.03409, 0.0191136, 0, 0, 0, 0, 0.85161, 0.479298, 
10000, 2.3, 0.0001, 0.3, 0, 0, 10, 0, 11500, 6471.41, 2.3, 1.29428, 0.86981, 0.489452, 0.02899, 0.016331, 0, 0, 0, 0, 0.86981, 0.489452, 
10000, 2.4, 0.0001, 0.3, 0, 0, 10, 0, 12000, 6752.78, 2.4, 1.35056, 0.88207, 0.496236, 0.02673, 0.0151749, 0, 0, 0, 0, 0.88207, 0.496236, 
10000, 2.5, 0.0001, 0.3, 0, 0, 10, 0, 12500, 7034.14, 2.5, 1.40683, 0.89672, 0.504499, 0.02088, 0.0118635, 0, 0, 0, 0, 0.89672, 0.504499, 
10000, 2.6, 0.0001, 0.3, 0, 0, 10, 0, 13000, 7315.51, 2.6, 1.4631, 0.90777, 0.510878, 0.01693, 0.00948014, 0, 0, 0, 0, 0.90777, 0.510878, 
10000, 2.7, 0.0001, 0.3, 0, 0, 10, 0, 13500, 7596.87, 2.7, 1.51937, 0.91796, 0.516674, 0.01534, 0.00852392, 0, 0, 0, 0, 0.91796, 0.516674, 
10000, 2.8, 0.0001, 0.3, 0, 0, 10, 0, 14000, 7878.24, 2.8, 1.57565, 0.92745, 0.521938, 0.01205, 0.00674894, 0, 0, 0, 0, 0.92745, 0.521938, 
10000, 2.9, 0.0001, 0.3, 0, 0, 10, 0, 14500, 8159.61, 2.9, 1.63192, 0.93616, 0.526767, 0.00944, 0.00535275, 0, 0, 0, 0, 0.93616, 0.526767, 
10000, 1, 0.0001, 0.3, 0, 0, 10, 0, 5000, 2813.66, 1, 0.562731, 0.25197, 0.141453, 0.38203, 0.215337, 0, 0, 0, 0, 0.25197, 0.141453, 
10000, 1.1, 0.0001, 0.3, 0, 0, 10, 0, 5500, 3095.02, 1.1, 0.619005, 0.34463, 0.193986, 0.32327, 0.181867, 0, 0, 0, 0, 0.34463, 0.193986, 
10000, 1, 0.0001, 0.3, 0, 0, 10, 0, 5000, 2813.66, 1, 0.562731, 0.25726, 0.14221, 0.37704, 0.214753, 0, 0, 0, 0, 0.25726, 0.14221, 
10000, 1.1, 0.0001, 0.3, 0, 0, 10, 0, 5500, 3095.02, 1.1, 0.619005, 0.33508, 0.18889, 0.33272, 0.186904, 0, 0, 0, 0, 0.33508, 0.18889, 
10000, 1, 0.0001, 0.3, 0, 0, 10, 0, 5000, 2813.66, 1, 0.562731, 0.26634, 0.149227, 0.36946, 0.208558, 0, 0, 0, 0, 0.26634, 0.149227, 
10000, 1.1, 0.0001, 0.3, 0, 0, 10, 0, 5500, 3095.02, 1.1, 0.619005, 0.33484, 0.189175, 0.33576, 0.188193, 0, 0, 0, 0, 0.33484, 0.189175, 
10000, 1.2, 0.0001, 0.3, 0, 0, 10, 0, 6000, 3376.39, 1.2, 0.675278, 0.41072, 0.23107, 0.29018, 0.16335, 0, 0, 0, 0, 0.41072, 0.23107, 
10000, 1.3, 0.0001, 0.3, 0, 0, 10, 0, 6500, 3657.75, 1.3, 0.731551, 0.501, 0.282108, 0.2282, 0.128236, 0, 0, 0, 0, 0.501, 0.282108, 
10000, 1.4, 0.0001, 0.3, 0, 0, 10, 0, 7000, 3939.12, 1.4, 0.787824, 0.56928, 0.320471, 0.18652, 0.104842, 0, 0, 0, 0, 0.56928, 0.320471, 
10000, 1.5, 0.0001, 0.3, 0, 0, 10, 0, 7500, 4220.49, 1.5, 0.844097, 0.62277, 0.350926, 0.15763, 0.0882304, 0, 0, 0, 0, 0.62277, 0.350926, 
10000, 1.6, 0.0001, 0.3, 0, 0, 10, 0, 8000, 4501.85, 1.6, 0.90037, 0.6736, 0.378774, 0.1291, 0.0729324, 0, 0, 0, 0, 0.6736, 0.378774, 
10000, 1.7, 0.0001, 0.3, 0, 0, 10, 0, 8500, 4783.22, 1.7, 0.956643, 0.71573, 0.402672, 0.10577, 0.0596118, 0, 0, 0, 0, 0.71573, 0.402672, 
10000, 1.8, 0.0001, 0.3, 0, 0, 10, 0, 9000, 5064.58, 1.8, 1.01292, 0.75044, 0.422366, 0.08866, 0.0498222, 0, 0, 0, 0, 0.75044, 0.422366, 
10000, 1.9, 0.0001, 0.3, 0, 0, 10, 0, 9500, 5345.95, 1.9, 1.06919, 0.78223, 0.440137, 0.07297, 0.0411115, 0, 0, 0, 0, 0.78223, 0.440137, 
10000, 2, 0.0001, 0.3, 0, 0, 10, 0, 10000, 5627.31, 2, 1.12546, 0.80844, 0.455138, 0.06076, 0.0339885, 0, 0, 0, 0, 0.80844, 0.455138, 
10000, 2.1, 0.0001, 0.3, 0, 0, 10, 0, 10500, 5908.68, 2.1, 1.18174, 0.83404, 0.469614, 0.04866, 0.0271104, 0, 0, 0, 0, 0.83404, 0.469614, 
10000, 2.2, 0.0001, 0.3, 0, 0, 10, 0, 11000, 6190.05, 2.2, 1.23801, 0.85335, 0.48015, 0.04295, 0.0242267, 0, 0, 0, 0, 0.85335, 0.48015, 
10000, 2.3, 0.0001, 0.3, 0, 0, 10, 0, 11500, 6471.41, 2.3, 1.29428, 0.87365, 0.491589, 0.03415, 0.0192589, 0, 0, 0, 0, 0.87365, 0.491589, 
10000, 2.4, 0.0001, 0.3, 0, 0, 10, 0, 12000, 6752.78, 2.4, 1.35056, 0.88664, 0.49894, 0.03016, 0.0169721, 0, 0, 0, 0, 0.88664, 0.49894, 
10000, 2.5, 0.0001, 0.3, 0, 0, 10, 0, 12500, 7034.14, 2.5, 1.40683, 0.89979, 0.50641, 0.02381, 0.0133297, 0, 0, 0, 0, 0.89979, 0.50641, 
10000, 2.6, 0.0001, 0.3, 0, 0, 10, 0, 13000, 7315.51, 2.6, 1.4631, 0.9122, 0.513382, 0.0181, 0.0101276, 0, 0, 0, 0, 0.9122, 0.513382, 
10000, 2.7, 0.0001, 0.3, 0, 0, 10, 0, 13500, 7596.87, 2.7, 1.51937, 0.92178, 0.518819, 0.01532, 0.00851781, 0, 0, 0, 0, 0.92178, 0.518819, 
10000, 2.8, 0.0001, 0.3, 0, 0, 10, 0, 14000, 7878.24, 2.8, 1.57565, 0.93129, 0.52403, 0.01171, 0.00662567, 0, 0, 0, 0, 0.93129, 0.52403, 
10000, 2.9, 0.0001, 0.3, 0, 0, 10, 0, 14500, 8159.61, 2.9, 1.63192, 0.93809, 0.527934, 0.00981, 0.0054788, 0, 0, 0, 0, 0.93809, 0.527934, 
